ID,istab,wind,x,y,z,icurve,t,sig_x,sig_y,sig_z, zfunc, cpeak, concentration, dinf, dose
336,3,3,336.7,0,6.93309e-310,3,5000,42.3768,69.4252,37.9138,0.0210447,-999,0,-999,40.3101
337,3,3,346.6,0,6.93309e-310,3,5000,43.2892,70.9424,38.9441,0.0204879,-999,0,-999,38.4044
338,3,3,356.5,0,6.93309e-310,3,5000,44.2001,72.4507,39.9732,0.0199605,-999,0,-999,36.6367
339,3,3,366.4,0,6.93309e-310,3,5000,45.1097,73.9505,41.0012,0.01946,-999,0,-999,34.9938
340,3,3,376.3,0,6.93309e-310,3,5000,46.0178,75.4421,42.0281,0.0189845,-999,0,-999,33.4638
341,3,3,386.2,0,6.93309e-310,3,5000,46.9246,76.9256,43.054,0.0185322,-999,0,-999,32.0365
342,3,3,396.1,0,6.93309e-310,3,5000,47.83,78.4013,44.0788,0.0181013,-999,0,-999,30.7026
343,3,3,406,0,6.93309e-310,3,5000,48.7342,79.8694,45.1026,0.0176904,-999,0,-999,29.4542
344,3,3,415.9,0,6.93309e-310,3,5000,49.6371,81.3302,46.1255,0.0172981,-999,0,-999,28.2837
345,3,3,425.8,0,6.93309e-310,3,5000,50.5387,82.7838,47.1473,0.0169232,-999,0,-999,27.1848
346,3,3,435.7,0,6.93309e-310,3,5000,51.4391,84.2305,48.1683,0.0165645,-999,0,-999,26.1516
347,3,3,445.6,0,6.93309e-310,3,5000,52.3383,85.6705,49.1883,0.016221,-999,0,-999,25.1789
348,3,3,455.5,0,6.93309e-310,3,5000,53.2364,87.1038,50.2074,0.0158918,-999,0,-999,24.2619
349,3,3,465.4,0,6.93309e-310,3,5000,54.1333,88.5307,51.2257,0.0155759,-999,0,-999,23.3963
350,3,3,475.3,0,6.93309e-310,3,5000,55.029,89.9514,52.243,0.0152726,-999,0,-999,22.5784
351,3,3,485.2,0,6.93309e-310,3,5000,55.9237,91.3659,53.2596,0.014981,-999,0,-999,21.8045
352,3,3,495.1,0,6.93309e-310,3,5000,56.8173,92.7744,54.2753,0.0147007,-999,0,-999,21.0716
353,3,3,505,0,6.93309e-310,3,5000,57.7098,94.1772,55.2903,0.0144308,-999,0,-999,20.3767
354,3,3,514.9,0,6.93309e-310,3,5000,58.6013,95.5742,56.3044,0.0141709,-999,0,-999,19.7172
355,3,3,524.8,0,6.93309e-310,3,5000,59.4917,96.9657,57.3178,0.0139204,-999,0,-999,19.0907
356,3,3,534.7,0,6.93309e-310,3,5000,60.3811,98.3517,58.3304,0.0136787,-999,0,-999,18.4949
357,3,3,544.6,0,6.93309e-310,3,5000,61.2695,99.7324,59.3423,0.0134455,-999,0,-999,17.9279
358,3,3,554.5,0,6.93309e-310,3,5000,62.157,101.108,60.3534,0.0132202,-999,0,-999,17.3877
359,3,3,564.4,0,6.93309e-310,3,5000,63.0435,102.478,61.3638,0.0130025,-999,0,-999,16.8727
360,3,3,574.3,0,6.93309e-310,3,5000,63.929,103.844,62.3736,0.012792,-999,0,-999,16.3813
361,3,3,584.2,0,6.93309e-310,3,5000,64.8136,105.204,63.3826,0.0125884,-999,0,-999,15.912
362,3,3,594.1,0,6.93309e-310,3,5000,65.6973,106.56,64.3909,0.0123913,-999,0,-999,15.4636
363,3,3,604,0,6.93309e-310,3,5000,66.5801,107.911,65.3986,0.0122003,-999,0,-999,15.0347
364,3,3,613.9,0,6.93309e-310,3,5000,67.462,109.257,66.4057,0.0120153,-999,0,-999,14.6243
365,3,3,623.8,0,6.93309e-310,3,5000,68.3431,110.599,67.412,0.0118359,-999,0,-999,14.2311
366,3,3,633.7,0,6.93309e-310,3,5000,69.2232,111.936,68.4178,0.0116619,-999,0,-999,13.8544
367,3,3,643.6,0,6.93309e-310,3,5000,70.1025,113.27,69.4229,0.0114931,-999,0,-999,13.4931
368,3,3,653.5,0,6.93309e-310,3,5000,70.981,114.598,70.4274,0.0113292,-999,0,-999,13.1465
369,3,3,663.4,0,6.93309e-310,3,5000,71.8587,115.923,71.4313,0.01117,-999,0,-999,12.8136
370,3,3,673.3,0,6.93309e-310,3,5000,72.7355,117.243,72.4346,0.0110152,-999,0,-999,12.4938
371,3,3,683.2,0,6.93309e-310,3,5000,73.6116,118.56,73.4373,0.0108648,-999,0,-999,12.1864
372,3,3,693.1,0,6.93309e-310,3,5000,74.4868,119.872,74.4395,0.0107186,-999,0,-999,11.8907
373,3,3,703,0,6.93309e-310,3,5000,75.3613,121.181,75.441,0.0105763,-999,0,-999,11.6062
374,3,3,712.9,0,6.93309e-310,3,5000,76.235,122.485,76.442,0.0104378,-999,0,-999,11.3322
375,3,3,722.8,0,6.93309e-310,3,5000,77.1079,123.786,77.4425,0.0103029,-999,0,-999,11.0682
376,3,3,732.7,0,6.93309e-310,3,5000,77.9801,125.083,78.4424,0.0101716,-999,0,-999,10.8138
377,3,3,742.6,0,6.93309e-310,3,5000,78.8516,126.377,79.4418,0.0100436,-999,0,-999,10.5685
378,3,3,752.5,0,6.93309e-310,3,5000,79.7223,127.666,80.4406,0.00991893,-999,0,-999,10.3318
379,3,3,762.4,0,6.93309e-310,3,5000,80.5923,128.953,81.4389,0.00979734,-999,0,-999,10.1034
380,3,3,772.3,0,6.93309e-310,3,5000,81.4616,130.235,82.4367,0.00967876,-999,0,-999,9.88279
381,3,3,782.2,0,6.93309e-310,3,5000,82.3301,131.515,83.434,0.00956307,-999,0,-999,9.66967
382,3,3,792.1,0,6.93309e-310,3,5000,83.198,132.791,84.4307,0.00945017,-999,0,-999,9.4637
383,3,3,802,0,6.93309e-310,3,5000,84.0652,134.063,85.427,0.00933996,-999,0,-999,9.26455
384,3,3,811.9,0,6.93309e-310,3,5000,84.9317,135.332,86.4228,0.00923234,-999,0,-999,9.07191
385,3,3,821.8,0,6.93309e-310,3,5000,85.7976,136.598,87.4181,0.00912722,-999,0,-999,8.8855
386,3,3,831.7,0,6.93309e-310,3,5000,86.6628,137.861,88.4129,0.00902452,-999,0,-999,8.70504
387,3,3,841.6,0,6.93309e-310,3,5000,87.5273,139.121,89.4073,0.00892416,-999,0,-999,8.53029
388,3,3,851.5,0,6.93309e-310,3,5000,88.3912,140.377,90.4012,0.00882604,-999,0,-999,8.36099
389,3,3,861.4,0,6.93309e-310,3,5000,89.2544,141.631,91.3946,0.00873011,-999,0,-999,8.19691
390,3,3,871.3,0,6.93309e-310,3,5000,90.117,142.881,92.3875,0.00863628,-999,0,-999,8.03785
391,3,3,881.2,0,6.93309e-310,3,5000,90.979,144.129,93.38,0.00854449,-999,0,-999,7.88359
392,3,3,891.1,0,6.93309e-310,3,5000,91.8404,145.373,94.3721,0.00845467,-999,0,-999,7.73393
393,3,3,901,0,6.93309e-310,3,5000,92.7011,146.615,95.3637,0.00836675,-999,0,-999,7.5887
394,3,3,910.9,0,6.93309e-310,3,5000,93.5612,147.854,96.3549,0.00828068,-999,0,-999,7.44771
395,3,3,920.8,0,6.93309e-310,3,5000,94.4208,149.09,97.3457,0.0081964,-999,0,-999,7.3108
396,3,3,930.7,0,6.93309e-310,3,5000,95.2797,150.323,98.336,0.00811386,-999,0,-999,7.17781
397,3,3,940.6,0,6.93309e-310,3,5000,96.1381,151.553,99.3259,0.008033,-999,0,-999,7.04858
398,3,3,950.5,0,6.93309e-310,3,5000,96.9958,152.781,100.315,0.00795376,-999,0,-999,6.92298
399,3,3,960.4,0,6.93309e-310,3,5000,97.853,154.006,101.304,0.0078761,-999,0,-999,6.80086
400,3,3,970.3,0,6.93309e-310,3,5000,98.7097,155.228,102.293,0.00779998,-999,0,-999,6.6821
401,3,3,980.2,0,6.93309e-310,3,5000,99.5657,156.447,103.281,0.00772534,-999,0,-999,6.56657
402,3,3,990.1,0,6.93309e-310,3,5000,100.421,157.825,104.297,0.00765009,-999,0,-999,6.44583
403,3,3,1000,0,6.93309e-310,3,5000,101.276,159.239,105.388,0.00757096,-999,0,-999,6.32251
404,3,3,10,0,6.93309e-310,4,5000,20.9747,22.0306,4.42801,0.18019,-999,0,-999,1087.66
405,3,3,19.9,0,6.93309e-310,4,5000,21.9364,23.9305,6.16335,0.129456,-999,0,-999,719.384
406,3,3,29.8,0,6.93309e-310,4,5000,22.8948,25.729,7.2202,0.110507,-999,0,-999,571.159
407,3,3,39.7,0,6.93309e-310,4,5000,23.8502,27.4425,8.21115,0.0971709,-999,0,-999,470.871
408,3,3,49.6,0,6.93309e-310,4,5000,24.8026,29.2426,9.15067,0.0871941,-999,0,-999,396.515
409,3,3,59.5,0,6.93309e-310,4,5000,25.7524,31.1539,10.0484,0.0794038,-999,0,-999,338.936
410,3,3,69.4,0,6.93309e-310,4,5000,26.6994,33.0166,10.9113,0.0731246,-999,0,-999,294.524
411,3,3,79.3,0,6.93309e-310,4,5000,27.6439,34.8355,11.7444,0.0679376,-999,0,-999,259.345
412,3,3,89.2,0,6.93309e-310,4,5000,28.586,36.6149,12.7679,0.0624917,-999,0,-999,226.962
413,3,3,99.1,0,6.93309e-310,4,5000,29.5257,38.3582,13.846,0.0576258,-999,0,-999,199.778
414,3,3,109,0,6.93309e-310,4,5000,30.4632,40.0684,14.9169,0.0534885,-999,0,-999,177.52
415,3,3,118.9,0,6.93309e-310,4,5000,31.3984,41.7481,15.9814,0.0499259,-999,0,-999,159.03
416,3,3,128.8,0,6.93309e-310,4,5000,32.3316,43.3995,17.0398,0.0468248,-999,0,-999,143.476
417,3,3,138.7,0,6.93309e-310,4,5000,33.2627,45.0245,18.0926,0.0441001,-999,0,-999,130.25
418,3,3,148.6,0,6.93309e-310,4,5000,34.1918,46.625,19.1402,0.0416864,-999,0,-999,118.895
419,3,3,158.5,0,6.93309e-310,4,5000,35.119,48.2025,20.1829,0.0395327,-999,0,-999,109.063
420,3,3,168.4,0,6.93309e-310,4,5000,36.0444,49.7582,21.221,0.0375988,-999,0,-999,100.484
421,3,3,178.3,0,6.93309e-310,4,5000,36.9679,51.2936,22.2548,0.0358522,-999,0,-999,92.9484
422,3,3,188.2,0,6.93309e-310,4,5000,37.8898,52.8096,23.2845,0.0342667,-999,0,-999,86.2876
423,3,3,198.1,0,6.93309e-310,4,5000,38.8099,54.3073,24.3104,0.0328208,-999,0,-999,80.3673
424,3,3,208,0,6.93309e-310,4,5000,39.7283,55.7877,25.3325,0.0314965,-999,0,-999,75.078
425,3,3,217.9,0,6.93309e-310,4,5000,40.6452,57.2515,26.3511,0.030279,-999,0,-999,70.3304
426,3,3,227.8,0,6.93309e-310,4,5000,41.5604,58.6995,27.3664,0.0291556,-999,0,-999,66.0506
427,3,3,237.7,0,6.93309e-310,4,5000,42.4742,60.1325,28.3785,0.0281159,-999,0,-999,62.1771
428,3,3,247.6,0,6.93309e-310,4,5000,43.3865,61.5512,29.3874,0.0271505,-999,0,-999,58.6585
429,3,3,257.5,0,6.93309e-310,4,5000,44.2973,62.956,30.3935,0.0262518,-999,0,-999,55.4513
430,3,3,267.4,0,6.93309e-310,4,5000,45.2066,64.4554,31.3967,0.025413,-999,0,-999,52.4308
431,3,3,277.3,0,6.93309e-310,4,5000,46.1146,66.0032,32.3971,0.0246283,-999,0,-999,49.6201
432,3,3,287.2,0,6.93309e-310,4,5000,47.0213,67.5412,33.3949,0.0238924,-999,0,-999,47.0413
433,3,3,297.1,0,6.93309e-310,4,5000,47.9266,69.0697,34.3902,0.0232009,-999,0,-999,44.669
434,3,3,307,0,6.93309e-310,4,5000,48.8306,70.589,35.4218,0.0225252,-999,0,-999,42.4347
435,3,3,316.9,0,6.93309e-310,4,5000,49.7333,72.0994,36.455,0.0218868,-999,0,-999,40.3683
436,3,3,326.8,0,6.93309e-310,4,5000,50.6348,73.6012,37.487,0.0212843,-999,0,-999,38.456
437,3,3,336.7,0,6.93309e-310,4,5000,51.5351,75.0946,38.5177,0.0207147,-999,0,-999,36.6826
438,3,3,346.6,0,6.93309e-310,4,5000,52.4342,76.5799,39.5473,0.0201754,-999,0,-999,35.0346
439,3,3,356.5,0,6.93309e-310,4,5000,53.3321,78.0574,40.5758,0.0196641,-999,0,-999,33.5002
440,3,3,366.4,0,6.93309e-310,4,5000,54.2289,79.5273,41.6031,0.0191785,-999,0,-999,32.0691
441,3,3,376.3,0,6.93309e-310,4,5000,55.1246,80.9898,42.6294,0.0187168,-999,0,-999,30.7319
442,3,3,386.2,0,6.93309e-310,4,5000,56.0191,82.4451,43.6547,0.0182772,-999,0,-999,29.4804
443,3,3,396.1,0,6.93309e-310,4,5000,56.9126,83.8934,44.6789,0.0178582,-999,0,-999,28.3073
444,3,3,406,0,6.93309e-310,4,5000,57.805,85.3349,45.7021,0.0174584,-999,0,-999,27.2061
445,3,3,415.9,0,6.93309e-310,4,5000,58.6963,86.7698,46.7244,0.0170764,-999,0,-999,26.1708
446,3,3,425.8,0,6.93309e-310,4,5000,59.5866,88.1982,47.7457,0.0167111,-999,0,-999,25.1962
447,3,3,435.7,0,6.93309e-310,4,5000,60.476,89.6203,48.7661,0.0163615,-999,0,-999,24.2775
448,3,3,445.6,0,6.93309e-310,4,5000,61.3643,91.0362,49.7856,0.0160264,-999,0,-999,23.4105
449,3,3,455.5,0,6.93309e-310,4,5000,62.2516,92.4461,50.8042,0.0157051,-999,0,-999,22.5913
450,3,3,465.4,0,6.93309e-310,4,5000,63.138,93.8502,51.8219,0.0153967,-999,0,-999,21.8162
451,3,3,475.3,0,6.93309e-310,4,5000,64.0235,95.2486,52.8388,0.0151003,-999,0,-999,21.0823
452,3,3,485.2,0,6.93309e-310,4,5000,64.908,96.6413,53.8549,0.0148154,-999,0,-999,20.3864
453,3,3,495.1,0,6.93309e-310,4,5000,65.7916,98.0286,54.8702,0.0145413,-999,0,-999,19.726
454,3,3,505,0,6.93309e-310,4,5000,66.6743,99.4105,55.8847,0.0142773,-999,0,-999,19.0987
455,3,3,514.9,0,6.93309e-310,4,5000,67.5561,100.787,56.8983,0.014023,-999,0,-999,18.5022
456,3,3,524.8,0,6.93309e-310,4,5000,68.437,102.159,57.9113,0.0137777,-999,0,-999,17.9345
457,3,3,534.7,0,6.93309e-310,4,5000,69.3171,103.525,58.9234,0.013541,-999,0,-999,17.3938
458,3,3,544.6,0,6.93309e-310,4,5000,70.1963,104.887,59.9349,0.0133125,-999,0,-999,16.8783
459,3,3,554.5,0,6.93309e-310,4,5000,71.0747,106.244,60.9456,0.0130917,-999,0,-999,16.3864
460,3,3,564.4,0,6.93309e-310,4,5000,71.9523,107.596,61.9556,0.0128783,-999,0,-999,15.9167
461,3,3,574.3,0,6.93309e-310,4,5000,72.829,108.943,62.9649,0.0126719,-999,0,-999,15.4678
462,3,3,584.2,0,6.93309e-310,4,5000,73.705,110.286,63.9736,0.0124721,-999,0,-999,15.0386
463,3,3,594.1,0,6.93309e-310,4,5000,74.5802,111.625,64.9815,0.0122786,-999,0,-999,14.6278
464,3,3,604,0,6.93309e-310,4,5000,75.4546,112.959,65.9888,0.0120912,-999,0,-999,14.2344
465,3,3,613.9,0,6.93309e-310,4,5000,76.3282,114.288,66.9955,0.0119095,-999,0,-999,13.8574
466,3,3,623.8,0,6.93309e-310,4,5000,77.201,115.614,68.0015,0.0117333,-999,0,-999,13.4958
467,3,3,633.7,0,6.93309e-310,4,5000,78.0731,116.935,69.0069,0.0115624,-999,0,-999,13.1489
468,3,3,643.6,0,6.93309e-310,4,5000,78.9445,118.253,70.0116,0.0113965,-999,0,-999,12.8159
469,3,3,653.5,0,6.93309e-310,4,5000,79.8151,119.566,71.0158,0.0112353,-999,0,-999,12.4959
470,3,3,663.4,0,6.93309e-310,4,5000,80.6851,120.875,72.0193,0.0110788,-999,0,-999,12.1883
471,3,3,673.3,0,6.93309e-310,4,5000,81.5543,122.181,73.0223,0.0109266,-999,0,-999,11.8924
472,3,3,683.2,0,6.93309e-310,4,5000,82.4228,123.483,74.0247,0.0107786,-999,0,-999,11.6077
473,3,3,693.1,0,6.93309e-310,4,5000,83.2906,124.781,75.0265,0.0106347,-999,0,-999,11.3336
474,3,3,703,0,6.93309e-310,4,5000,84.1577,126.075,76.0277,0.0104947,-999,0,-999,11.0695
475,3,3,712.9,0,6.93309e-310,4,5000,85.0242,127.366,77.0284,0.0103583,-999,0,-999,10.815
476,3,3,722.8,0,6.93309e-310,4,5000,85.8899,128.653,78.0285,0.0102256,-999,0,-999,10.5696
477,3,3,732.7,0,6.93309e-310,4,5000,86.755,129.936,79.0281,0.0100962,-999,0,-999,10.3328
478,3,3,742.6,0,6.93309e-310,4,5000,87.6195,131.216,80.0271,0.00997018,-999,0,-999,10.1042
479,3,3,752.5,0,6.93309e-310,4,5000,88.4833,132.493,81.0257,0.00984731,-999,0,-999,9.88356
480,3,3,762.4,0,6.93309e-310,4,5000,89.3465,133.766,82.0237,0.00972749,-999,0,-999,9.67036
481,3,3,772.3,0,6.93309e-310,4,5000,90.209,135.036,83.0211,0.00961062,-999,0,-999,9.46432
482,3,3,782.2,0,6.93309e-310,4,5000,91.0709,136.303,84.0181,0.00949658,-999,0,-999,9.26509
483,3,3,792.1,0,6.93309e-310,4,5000,91.9322,137.567,85.0146,0.00938526,-999,0,-999,9.07239
484,3,3,802,0,6.93309e-310,4,5000,92.7929,138.827,86.0106,0.00927658,-999,0,-999,8.88592
485,3,3,811.9,0,6.93309e-310,4,5000,93.653,140.084,87.0061,0.00917044,-999,0,-999,8.70541
486,3,3,821.8,0,6.93309e-310,4,5000,94.5125,141.339,88.0011,0.00906675,-999,0,-999,8.53061
487,3,3,831.7,0,6.93309e-310,4,5000,95.3713,142.59,88.9957,0.00896543,-999,0,-999,8.36126
488,3,3,841.6,0,6.93309e-310,4,5000,96.2296,143.838,89.9897,0.00886639,-999,0,-999,8.19714
489,3,3,851.5,0,6.93309e-310,4,5000,97.0873,145.083,90.9834,0.00876957,-999,0,-999,8.03804
490,3,3,861.4,0,6.93309e-310,4,5000,97.9445,146.325,91.9765,0.00867487,-999,0,-999,7.88374
491,3,3,871.3,0,6.93309e-310,4,5000,98.801,147.565,92.9692,0.00858225,-999,0,-999,7.73405
492,3,3,881.2,0,6.93309e-310,4,5000,99.657,148.801,93.9614,0.00849162,-999,0,-999,7.58879
493,3,3,891.1,0,6.93309e-310,4,5000,100.512,150.035,94.9533,0.00840292,-999,0,-999,7.44777
494,3,3,901,0,6.93309e-310,4,5000,101.367,151.266,95.9446,0.00831609,-999,0,-999,7.31083
495,3,3,910.9,0,6.93309e-310,4,5000,102.222,152.494,96.9356,0.00823108,-999,0,-999,7.17781
496,3,3,920.8,0,6.93309e-310,4,5000,103.076,153.72,97.9261,0.00814783,-999,0,-999,7.04857
497,3,3,930.7,0,6.93309e-310,4,5000,103.929,154.943,98.9161,0.00806627,-999,0,-999,6.92294
498,3,3,940.6,0,6.93309e-310,4,5000,104.782,156.163,99.9058,0.00798637,-999,0,-999,6.8008
499,3,3,950.5,0,6.93309e-310,4,5000,105.634,157.495,100.895,0.00790806,-999,0,-999,6.67717
500,3,3,960.4,0,6.93309e-310,4,5000,106.485,158.909,101.884,0.00783131,-999,0,-999,6.55351
501,3,3,970.3,0,6.93309e-310,4,5000,107.337,160.322,102.872,0.00775607,-999,0,-999,6.43334
502,3,3,980.2,0,6.93309e-310,4,5000,108.187,161.734,103.86,0.00768228,-999,0,-999,6.31651
503,3,3,990.1,0,6.93309e-310,4,5000,109.037,163.145,104.936,0.00760352,-999,0,-999,6.1977
504,3,3,1000,0,6.93309e-310,4,5000,109.887,164.554,106.027,0.00752532,-999,0,-999,6.08141
